location,AccHalfAng__DEG,RCR,CR,r_a__m,rr_g,rr_ut,rt_g,rgap,length__m,beta__DEG,T_in__K,intensity__Wh__m2,datetime__now
PHOENIX SKY HARBOR INTL AP,60,0.999454259010519,1.18313710684611,0.03,1.1,0.3,0.2,0.1,2,33.45,450,621539.79610384,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.04,1.1,0.1,0.2,0.1,1,33.45,450,594153.591303439,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.04,1.1,0.2,0.2,0.1,1,33.45,450,532619.072151528,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.04,1.1,0.3,0.2,0.1,1,33.45,450,532619.072151528,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.04,1.1,0.1,0.2,0.1,1.5,33.45,450,664613.260143622,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.04,1.1,0.2,0.2,0.1,1.5,33.45,450,595647.69745623,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.04,1.1,0.3,0.2,0.1,1.5,33.45,450,595647.697456231,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.04,1.1,0.1,0.2,0.1,2,33.45,450,704299.7699184,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.04,1.1,0.2,0.2,0.1,2,33.45,450,692453.987295665,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.04,1.1,0.3,0.2,0.1,2,33.45,450,632865.117169679,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.02,1.1,0.1,0.2,0.1,1,48.45,450,506142.168676615,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.02,1.1,0.2,0.2,0.1,1,48.45,450,467010.825390484,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.02,1.1,0.3,0.2,0.1,1,48.45,450,467010.825390488,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.02,1.1,0.1,0.2,0.1,1.5,48.45,450,565520.814880013,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.02,1.1,0.2,0.2,0.1,1.5,48.45,450,522673.298750133,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.02,1.1,0.3,0.2,0.1,1.5,48.45,450,522673.298750136,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.02,1.1,0.1,0.2,0.1,2,48.45,450,601509.946587682,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.02,1.1,0.2,0.2,0.1,2,48.45,450,595859.955482601,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.02,1.1,0.3,0.2,0.1,2,48.45,450,557247.445642798,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.999454259010519,1.18313710684611,0.03,1.1,0.1,0.2,0.1,1,48.45,450,523411.012549772,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.999454259010519,1.18313710684611,0.03,1.1,0.2,0.2,0.1,1,48.45,450,474925.382240739,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.999454259010519,1.18313710684611,0.03,1.1,0.3,0.2,0.1,1,48.45,450,474925.382240741,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.999454259010519,1.18313710684611,0.03,1.1,0.1,0.2,0.1,1.5,48.45,450,588899.206601085,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.999454259010519,1.18313710684611,0.03,1.1,0.2,0.2,0.1,1.5,48.45,450,534787.00877191,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.999454259010519,1.18313710684611,0.03,1.1,0.3,0.2,0.1,1.5,48.45,450,534787.008771912,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.999454259010519,1.18313710684611,0.03,1.1,0.1,0.2,0.1,2,48.45,450,626732.094151128,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.999454259010519,1.18313710684611,0.03,1.1,0.2,0.2,0.1,2,48.45,450,618407.236037797,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.999454259010519,1.18313710684611,0.03,1.1,0.3,0.2,0.1,2,48.45,450,570624.483882476,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.04,1.1,0.1,0.2,0.1,1,48.45,450,540426.345959789,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.04,1.1,0.2,0.2,0.1,1,48.45,450,484550.631845839,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.04,1.1,0.3,0.2,0.1,1,48.45,450,484550.631845838,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.04,1.1,0.1,0.2,0.1,1.5,48.45,450,609244.162852473,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.04,1.1,0.2,0.2,0.1,1.5,48.45,450,546129.150094895,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.04,1.1,0.3,0.2,0.1,1.5,48.45,450,546129.150094888,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.04,1.1,0.1,0.2,0.1,2,48.45,450,648296.413140822,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.04,1.1,0.2,0.2,0.1,2,48.45,450,637401.195608704,736077.122538715
PHOENIX SKY HARBOR INTL AP,60,0.99945425901052,1.18313710684611,0.04,1.1,0.3,0.2,0.1,2,48.45,450,582641.830514027,736077.122538715
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.1,0.2,0.1,1,18.45,450,529640.514794324,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.2,0.2,0.1,1,18.45,450,488847.545186378,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.3,0.2,0.1,1,18.45,450,488847.545186384,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.1,0.2,0.1,1.5,18.45,450,578208.24903103,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.2,0.2,0.1,1.5,18.45,450,570888.412461799,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.3,0.2,0.1,1.5,18.45,450,535147.749463454,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.1,0.2,0.1,2,18.45,450,605557.307507023,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.2,0.2,0.1,2,18.45,450,600691.651530397,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.3,0.2,0.1,2,18.45,450,561971.926135241,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.1,0.2,0.1,1,18.45,450,544505.795608056,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.2,0.2,0.1,1,18.45,450,494087.679773637,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.3,0.2,0.1,1,18.45,450,494087.67977364,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.1,0.2,0.1,1.5,18.45,450,595324.117826775,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.2,0.2,0.1,1.5,18.45,450,584648.116769736,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.3,0.2,0.1,1.5,18.45,450,541508.996981376,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.1,0.2,0.1,2,18.45,450,623893.067066986,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.2,0.2,0.1,2,18.45,450,616795.418198927,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.3,0.2,0.1,2,18.45,450,569237.541109781,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.1,0.2,0.1,1,18.45,450,557061.646600684,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.2,0.2,0.1,1,18.45,450,499256.21325109,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.3,0.2,0.1,1,18.45,450,499256.213251094,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.1,0.2,0.1,1.5,18.45,450,609989.398604586,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.2,0.2,0.1,1.5,18.45,450,596130.618109158,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.3,0.2,0.1,1.5,18.45,450,547691.736789596,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.1,0.2,0.1,2,18.45,450,639328.337624278,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.2,0.2,0.1,2,18.45,450,630114.950606199,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.3,0.2,0.1,2,18.45,450,575892.287314447,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.1,0.2,0.1,1,33.45,450,549991.944261888,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.2,0.2,0.1,1,33.45,450,507606.921933327,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.3,0.2,0.1,1,33.45,450,507606.921933325,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.1,0.2,0.1,1.5,33.45,450,597754.959110455,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.2,0.2,0.1,1.5,33.45,450,590188.799297321,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.3,0.2,0.1,1.5,33.45,450,553221.478222062,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.1,0.2,0.1,2,33.45,450,624518.761558134,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.2,0.2,0.1,2,33.45,450,619502.208555421,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.3,0.2,0.1,2,33.45,450,579554.642971746,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.1,0.2,0.1,1,33.45,450,564294.865733347,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.2,0.2,0.1,1,33.45,450,512011.717902532,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.3,0.2,0.1,1,33.45,450,512011.717902529,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.1,0.2,0.1,1.5,33.45,450,614231.008734741,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.2,0.2,0.1,1.5,33.45,450,603217.145267185,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.3,0.2,0.1,1.5,33.45,450,558677.803838462,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.1,0.2,0.1,2,33.45,450,642194.290032718,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.2,0.2,0.1,2,33.45,450,634890.007014869,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.3,0.2,0.1,2,33.45,450,585910.067501355,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.1,0.2,0.1,1,33.45,450,576318.907065328,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.2,0.2,0.1,1,33.45,450,516463.438994132,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.3,0.2,0.1,1,33.45,450,516463.438994134,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.1,0.2,0.1,1.5,33.45,450,628302.59410162,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.2,0.2,0.1,1.5,33.45,450,614026.834114103,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.3,0.2,0.1,1.5,33.45,450,564078.674437528,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.1,0.2,0.1,2,33.45,450,657359.625735035,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.2,0.2,0.1,2,33.45,450,647887.662922221,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.3,0.2,0.1,2,33.45,450,592088.249628588,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.1,0.2,0.1,1,48.45,450,521916.952530018,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.2,0.2,0.1,1,48.45,450,481783.815887195,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.3,0.2,0.1,1,48.45,450,481783.815887191,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.1,0.2,0.1,1.5,48.45,450,570377.005091336,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.2,0.2,0.1,1.5,48.45,450,563160.561431325,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.3,0.2,0.1,1.5,48.45,450,527964.980489096,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.1,0.2,0.1,2,48.45,450,597621.191492236,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.2,0.2,0.1,2,48.45,450,592822.745383384,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.02,1.1,0.3,0.2,0.1,2,48.45,450,554671.268950919,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.1,0.2,0.1,1,48.45,450,536845.918030943,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.2,0.2,0.1,1,48.45,450,487237.723413469,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.3,0.2,0.1,1,48.45,450,487237.723413471,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.1,0.2,0.1,1.5,48.45,450,587476.497998616,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.2,0.2,0.1,1.5,48.45,450,576949.824305535,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.3,0.2,0.1,1.5,48.45,450,534465.905470481,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.1,0.2,0.1,2,48.45,450,615503.701144094,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.2,0.2,0.1,2,48.45,450,608507.346821319,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.03,1.1,0.3,0.2,0.1,2,48.45,450,561669.431975817,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.1,0.2,0.1,1,48.45,450,549451.695066615,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.2,0.2,0.1,1,48.45,450,492565.994611679,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.3,0.2,0.1,1,48.45,450,492565.99461168,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.1,0.2,0.1,1.5,48.45,450,601805.074527957,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.2,0.2,0.1,1.5,48.45,450,588144.788710165,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.3,0.2,0.1,1.5,48.45,450,540453.244100459,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.1,0.2,0.1,2,48.45,450,631138.795493528,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.2,0.2,0.1,2,48.45,450,622052.335778339,736077.121959132
PHOENIX SKY HARBOR INTL AP,50,0.999703851412088,1.33756833299773,0.04,1.1,0.3,0.2,0.1,2,48.45,450,568621.552359567,736077.121959132
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.02,1.1,0.1,0.2,0.1,1,18.45,450,529100.068468301,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.02,1.1,0.2,0.2,0.1,1,18.45,450,488987.710745041,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.02,1.1,0.3,0.2,0.1,1,18.45,450,488987.710745041,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.02,1.1,0.1,0.2,0.1,1.5,18.45,450,564172.581755312,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.02,1.1,0.2,0.2,0.1,1.5,18.45,450,558553.550509478,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.02,1.1,0.3,0.2,0.1,1.5,18.45,450,523419.703981531,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.02,1.1,0.1,0.2,0.1,2,18.45,450,583709.114289028,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.02,1.1,0.2,0.2,0.1,2,18.45,450,579907.989575191,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.02,1.1,0.3,0.2,0.1,2,18.45,450,575534.643103375,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.03,1.1,0.1,0.2,0.1,1,18.45,450,539177.418108091,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.03,1.1,0.2,0.2,0.1,1,18.45,450,489848.276476111,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.03,1.1,0.3,0.2,0.1,1,18.45,450,489848.276476112,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.03,1.1,0.1,0.2,0.1,1.5,18.45,450,575918.220976748,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.03,1.1,0.2,0.2,0.1,1.5,18.45,450,567775.850416655,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.03,1.1,0.3,0.2,0.1,1.5,18.45,450,525356.266681296,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.03,1.1,0.1,0.2,0.1,2,18.45,450,596401.352352302,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.03,1.1,0.2,0.2,0.1,2,18.45,450,590893.958258123,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.03,1.1,0.3,0.2,0.1,2,18.45,450,584594.852543639,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.04,1.1,0.1,0.2,0.1,1,18.45,450,547738.579023555,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.04,1.1,0.2,0.2,0.1,1,18.45,450,491301.912977094,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.04,1.1,0.3,0.2,0.1,1,18.45,450,491301.912977095,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.04,1.1,0.1,0.2,0.1,1.5,18.45,450,586018.065994513,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.04,1.1,0.2,0.2,0.1,1.5,18.45,450,575500.66096042,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.04,1.1,0.3,0.2,0.1,1.5,18.45,450,527740.523758991,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.04,1.1,0.1,0.2,0.1,2,18.45,450,607167.233954944,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.04,1.1,0.2,0.2,0.1,2,18.45,450,600056.095532419,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.04,1.1,0.3,0.2,0.1,2,18.45,450,591963.87655772,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.02,1.1,0.1,0.2,0.1,1,33.45,450,547367.21613563,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.02,1.1,0.2,0.2,0.1,1,33.45,450,505877.609351324,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.02,1.1,0.3,0.2,0.1,1,33.45,450,505877.609351322,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.02,1.1,0.1,0.2,0.1,1.5,33.45,450,584124.873940957,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.02,1.1,0.2,0.2,0.1,1.5,33.45,450,578309.08514288,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.02,1.1,0.3,0.2,0.1,1.5,33.45,450,541941.471743969,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.02,1.1,0.1,0.2,0.1,2,33.45,450,604691.36467073,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.02,1.1,0.2,0.2,0.1,2,33.45,450,600755.092981237,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.02,1.1,0.3,0.2,0.1,2,33.45,450,596226.205790202,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.03,1.1,0.1,0.2,0.1,1,33.45,450,558027.296082894,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.03,1.1,0.2,0.2,0.1,1,33.45,450,506981.971638473,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.03,1.1,0.3,0.2,0.1,1,33.45,450,506981.971638475,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.03,1.1,0.1,0.2,0.1,1.5,33.45,450,596593.729058335,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.03,1.1,0.2,0.2,0.1,1.5,33.45,450,588161.697090095,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.03,1.1,0.3,0.2,0.1,1.5,33.45,450,544226.708694619,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.03,1.1,0.1,0.2,0.1,2,33.45,450,618100.407942111,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.03,1.1,0.2,0.2,0.1,2,33.45,450,612395.69514569,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.03,1.1,0.3,0.2,0.1,2,33.45,450,605870.782263605,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.04,1.1,0.1,0.2,0.1,1,33.45,450,567058.413805771,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.04,1.1,0.2,0.2,0.1,1,33.45,450,508639.426731808,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.04,1.1,0.3,0.2,0.1,1,33.45,450,508639.426731809,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.04,1.1,0.1,0.2,0.1,1.5,33.45,450,607244.291071599,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.04,1.1,0.2,0.2,0.1,1.5,33.45,450,596349.510538129,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.04,1.1,0.3,0.2,0.1,1.5,33.45,450,546868.129752682,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.04,1.1,0.1,0.2,0.1,2,33.45,450,629474.854859116,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.04,1.1,0.2,0.2,0.1,2,33.45,450,622106.142533871,736077.121297847
PHOENIX SKY HARBOR INTL AP,40,0.999831698293914,1.59407104154955,0.04,1.1,0.3,0.2,0.1,2,33.45,450,613720.520364107,736077.121297847
