location,AccHalfAng__DEG,RCR,CR,r_a__m,rr_g,rr_ut,rt_g,rgap,length__m,beta__DEG,T_in__K,intensity__Wh__m2,datetime__now
ATLANTA HARTSFIELD INTL AP,71.920787076133,0.500009992779058,1.06697443783178,0.0499999998338109,1.45647747391062,0.293762561829384,0.200000002745762,9.12253592265525e-06,2,28.3877001969391,413,616810.063053548,736082.639558831
INDIANAPOLIS INTL AP,71.0069098383602,0.500009988324481,1.07352990177969,0.0499999698055357,1.48496669583891,0.203928163221965,0.20000008588627,1.53278198213763e-07,2,29.2097929114729,413,504247.927766637,736082.639016806
INDIANAPOLIS INTL AP,71.0068942057871,0.500008759231397,1.07352971837389,0.0499999698055376,1.48496624162276,0.203928107998595,0.200000085886162,1.53278171726474e-07,2,29.2097915979601,413,504244.131123094,736082.635293206
LOS ANGELES INTL ARPT,71.1771188620869,0.50000915790553,1.06608585891315,0.0499999983712832,1.42884200311639,0.374883397374657,0.200000024778152,9.65487295009101e-06,2,28.336862437802,413,683103.542065473,736082.634390185
ATLANTA HARTSFIELD INTL AP,71.018625613978,0.500008450389893,1.06809283667801,0.0499999999154105,1.44102597380214,0.324808725493236,0.200000001400317,9.04588309208583e-06,2,27.7918878246674,413,616772.346643521,736082.633767523
PHOENIX SKY HARBOR INTL AP,79.9999096498815,0.537607785515409,1.04389666092166,0.0499999891830067,1.40041199756895,0.389992374664,0.200046242839128,6.10605599744896e-08,2,30.2096056647006,413,895598.055914616,736082.63253309
ATLANTA HARTSFIELD INTL AP,79.9999010556324,0.500512381305817,1.04082273232637,0.049999955942642,1.40000999238378,0.399524490054608,0.200000867142531,4.36054154707903e-06,2,27.6281246265033,393,691607.135308619,736082.273002141
INDIANAPOLIS INTL AP,79.9999846567289,0.524293134147226,1.0427616712909,0.0499999859109559,1.40000998361113,0.399795170686528,0.200000307080105,6.36306749070354e-10,2,28.8364360639668,393,570789.101660854,736082.269823194
INDIANAPOLIS INTL AP,79.9999846567289,0.524293134147226,1.0427616712909,0.0499999859109559,1.40000998361113,0.399795170686528,0.200000307080105,6.36306749070354e-10,2,28.8364360639668,393,570789.101660854,736082.268275463
ATLANTA HARTSFIELD INTL AP,79.9999010552383,0.500707689927316,1.04083478576049,0.049999955905473,1.39997577108569,0.399524479032691,0.200000867145903,4.35803834222057e-06,2,27.631916932731,393,691568.117423275,736082.266011238
LOS ANGELES INTL ARPT,79.9999920534925,0.500093625124485,1.04078819787544,0.0499999999953503,1.40000995436381,0.200035693756823,0.200000116038287,2.37925093088283e-06,2,28.1469647615334,393,762237.992155188,736082.265332743
